CY_Month_Number,Year,Statistical_Group,Statistical_Category,Statistical_Detail,Count_IMs,Value,commodity,Stat_Redaction
8,2012,1-Production,1-Production,5-Sparkling Wine,19,2672051,Wine,FALSE
8,2012,1-Production,1-Production,6-Hard Cider,12,256932,Wine,FALSE
8,2012,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,1025,44903126,Wine,FALSE
8,2012,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,803,4552506,Wine,FALSE
8,2012,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,53,102815,Wine,FALSE
8,2012,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,188,2099400,Wine,FALSE
8,2012,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,32,1756668,Wine,FALSE
8,2012,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,1176,52313955,Wine,FALSE
8,2012,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,64,1100561,Wine,FALSE
8,2012,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,528,8761482,Wine,FALSE
8,2012,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,354,1073649,Wine,FALSE
8,2012,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,,,Wine,TRUE
8,2012,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,,,Wine,TRUE
8,2012,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,128,4980996,Wine,FALSE
8,2012,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,29,4320767,Wine,FALSE
8,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,1469,527433880,Wine,FALSE
8,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,1262,89202269,Wine,FALSE
8,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,46,940856,Wine,FALSE
8,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,60,918788,Wine,FALSE
8,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,249,19921816,Wine,FALSE
8,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,36,1503687,Wine,FALSE
8,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1220,173356485,Wine,FALSE
8,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,1508,466564810,Wine,FALSE
9,2012,1-Production,0-Category Total,1-Production,1033,105142366,Wine,FALSE
9,2012,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,1912,52151644,Wine,FALSE
9,2012,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,1912,52151644,Wine,FALSE
9,2012,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,906,8954284,Wine,FALSE
9,2012,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,147,7722831,Wine,FALSE
9,2012,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,2649,686172414,Wine,FALSE
9,2012,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2649,686172414,Wine,FALSE
9,2012,01-Count of IMs,01-Count of IMs,Number of Industry Members,2876,2876,Wine,FALSE
9,2012,1-Production,1-Production,1-Low Alcohol %,939,91417475,Wine,FALSE
9,2012,1-Production,1-Production,2-Medium and High Alcohol %,497,11188318,Wine,FALSE
9,2012,1-Production,1-Production,4-Artificially Carbonated Wine,,,Wine,TRUE
9,2012,1-Production,1-Production,5-Sparkling Wine,33,2003609,Wine,FALSE
9,2012,1-Production,1-Production,6-Hard Cider,,,Wine,TRUE
9,2012,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,1601,43363443,Wine,FALSE
9,2012,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,1303,4915697,Wine,FALSE
9,2012,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,73,108355,Wine,FALSE
9,2012,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,240,1850837,Wine,FALSE
9,2012,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,54,1913312,Wine,FALSE
9,2012,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,1887,49869187,Wine,FALSE
9,2012,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,91,2282458,Wine,FALSE
9,2012,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,767,7945669,Wine,FALSE
9,2012,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,529,785560,Wine,FALSE
9,2012,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,117,165635,Wine,FALSE
9,2012,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,20,57420,Wine,FALSE
9,2012,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,133,5010374,Wine,FALSE
9,2012,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,21,2712458,Wine,FALSE
9,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,2259,573756235,Wine,FALSE
9,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,2014,86802274,Wine,FALSE
9,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,55,3393013,Wine,FALSE
9,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,75,886388,Wine,FALSE
9,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,313,20030999,Wine,FALSE
9,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,57,1303504,Wine,FALSE
9,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1750,173698666,Wine,FALSE
9,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,2441,512473748,Wine,FALSE
10,2012,1-Production,0-Category Total,1-Production,806,215918244,Wine,FALSE
10,2012,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,1064,57124064,Wine,FALSE
10,2012,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,1064,57124064,Wine,FALSE
10,2012,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,580,11946217,Wine,FALSE
10,2012,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,144,9972154,Wine,FALSE
10,2012,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,1670,818123849,Wine,FALSE
10,2012,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1670,818123849,Wine,FALSE
10,2012,01-Count of IMs,01-Count of IMs,Number of Industry Members,1782,1782,Wine,FALSE
10,2012,1-Production,1-Production,1-Low Alcohol %,706,184763493,Wine,FALSE
10,2012,1-Production,1-Production,2-Medium and High Alcohol %,391,28402190,Wine,FALSE
10,2012,1-Production,1-Production,4-Artificially Carbonated Wine,8,4022,Wine,FALSE
10,2012,1-Production,1-Production,5-Sparkling Wine,16,2250868,Wine,FALSE
10,2012,1-Production,1-Production,6-Hard Cider,21,497670,Wine,FALSE
10,2012,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,938,47476663,Wine,FALSE
10,2012,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,694,4589663,Wine,FALSE
10,2012,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,53,113752,Wine,FALSE
10,2012,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,182,2968669,Wine,FALSE
10,2012,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,39,1975317,Wine,FALSE
10,2012,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,1050,55140869,Wine,FALSE
10,2012,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,54,1983195,Wine,FALSE
10,2012,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,513,10206891,Wine,FALSE
10,2012,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,324,1471771,Wine,FALSE
10,2012,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,88,246832,Wine,FALSE
10,2012,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,18,20723,Wine,FALSE
10,2012,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,125,5700045,Wine,FALSE
10,2012,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,28,4272109,Wine,FALSE
10,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,1489,697231762,Wine,FALSE
10,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,1271,97512139,Wine,FALSE
10,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,46,2288859,Wine,FALSE
10,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,64,884571,Wine,FALSE
10,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,249,18895002,Wine,FALSE
10,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,41,1311516,Wine,FALSE
10,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1176,164753332,Wine,FALSE
10,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,1526,653370517,Wine,FALSE
11,2012,1-Production,0-Category Total,1-Production,880,175193167,Wine,FALSE
11,2012,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,1076,60816007,Wine,FALSE
11,2012,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,1076,60816007,Wine,FALSE
11,2012,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,592,8579408,Wine,FALSE
11,2012,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,150,7499418,Wine,FALSE
11,2012,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,1668,923684757,Wine,FALSE
11,2012,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1668,923684757,Wine,FALSE
11,2012,01-Count of IMs,01-Count of IMs,Number of Industry Members,1769,1769,Wine,FALSE
11,2012,1-Production,1-Production,1-Low Alcohol %,786,147438687,Wine,FALSE
11,2012,1-Production,1-Production,2-Medium and High Alcohol %,454,25910774,Wine,FALSE
11,2012,1-Production,1-Production,4-Artificially Carbonated Wine,8,5231,Wine,FALSE
11,2012,1-Production,1-Production,5-Sparkling Wine,18,1468851,Wine,FALSE
11,2012,1-Production,1-Production,6-Hard Cider,18,369625,Wine,FALSE
11,2012,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,937,50385430,Wine,FALSE
11,2012,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,703,4543814,Wine,FALSE
11,2012,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,58,188345,Wine,FALSE
11,2012,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,191,3409014,Wine,FALSE
11,2012,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,38,2289404,Wine,FALSE
11,2012,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,1062,56616034,Wine,FALSE
11,2012,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,63,4199973,Wine,FALSE
11,2012,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,520,7563477,Wine,FALSE
11,2012,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,339,806985,Wine,FALSE
11,2012,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,,,Wine,TRUE
11,2012,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,,,Wine,TRUE
11,2012,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,135,4765311,Wine,FALSE
11,2012,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,25,2734107,Wine,FALSE
11,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,1496,786641593,Wine,FALSE
11,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,1276,119430559,Wine,FALSE
11,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,43,519751,Wine,FALSE
11,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,69,703882,Wine,FALSE
11,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,252,15293884,Wine,FALSE
11,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,42,1095088,Wine,FALSE
11,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1172,150738218,Wine,FALSE
11,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,1528,772946539,Wine,FALSE
12,2012,1-Production,0-Category Total,1-Production,4529,151241366,Wine,FALSE
12,2012,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,4335,57808910,Wine,FALSE
12,2012,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,4335,57808910,Wine,FALSE
12,2012,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,2676,8505742,Wine,FALSE
12,2012,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,211,7080818,Wine,FALSE
12,2012,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,5654,1031137819,Wine,FALSE
12,2012,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,5654,1031137819,Wine,FALSE
12,2012,01-Count of IMs,01-Count of IMs,Number of Industry Members,6236,6236,Wine,FALSE
12,2012,1-Production,1-Production,1-Low Alcohol %,3731,105552395,Wine,FALSE
12,2012,1-Production,1-Production,2-Medium and High Alcohol %,2267,43336540,Wine,FALSE
12,2012,1-Production,1-Production,4-Artificially Carbonated Wine,27,40125,Wine,FALSE
12,2012,1-Production,1-Production,5-Sparkling Wine,71,1405045,Wine,FALSE
12,2012,1-Production,1-Production,6-Hard Cider,123,907262,Wine,FALSE
12,2012,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,3731,46790008,Wine,FALSE
12,2012,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,2450,6063155,Wine,FALSE
12,2012,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,124,158290,Wine,FALSE
12,2012,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,358,2588279,Wine,FALSE
12,2012,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,143,2209178,Wine,FALSE
12,2012,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,,,Wine,TRUE
12,2012,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,,,Wine,TRUE
12,2012,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,2328,7502078,Wine,FALSE
12,2012,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,1267,870325,Wine,FALSE
12,2012,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,210,127324,Wine,FALSE
12,2012,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,61,6015,Wine,FALSE
12,2012,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,186,4133296,Wine,FALSE
12,2012,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,33,2947522,Wine,FALSE
12,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,4896,850125433,Wine,FALSE
12,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,3586,163465545,Wine,FALSE
12,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,62,520635,Wine,FALSE
12,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,111,633689,Wine,FALSE
12,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,414,14934147,Wine,FALSE
12,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,150,1458370,Wine,FALSE
12,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,3677,147506786,Wine,FALSE
12,2012,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,5240,883631032,Wine,FALSE
1,2013,1-Production,0-Category Total,1-Production,786,53998411,Wine,FALSE
1,2013,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,1119,49989308,Wine,FALSE
1,2013,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,1119,49989308,Wine,FALSE
1,2013,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,578,10320736,Wine,FALSE
1,2013,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,134,9160226,Wine,FALSE
1,2013,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,1702,999531500,Wine,FALSE
1,2013,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1702,999531500,Wine,FALSE
1,2013,01-Count of IMs,01-Count of IMs,Number of Industry Members,1799,1799,Wine,FALSE
1,2013,1-Production,1-Production,1-Low Alcohol %,660,36100409,Wine,FALSE
1,2013,1-Production,1-Production,2-Medium and High Alcohol %,500,15682244,Wine,FALSE
1,2013,1-Production,1-Production,4-Artificially Carbonated Wine,8,3622,Wine,FALSE
1,2013,1-Production,1-Production,5-Sparkling Wine,14,1878519,Wine,FALSE
1,2013,1-Production,1-Production,6-Hard Cider,19,333617,Wine,FALSE
1,2013,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,965,42353083,Wine,FALSE
1,2013,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,738,3815696,Wine,FALSE
1,2013,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,51,79688,Wine,FALSE
1,2013,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,185,1306720,Wine,FALSE
1,2013,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,43,2434121,Wine,FALSE
1,2013,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,1103,46059761,Wine,FALSE
1,2013,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,64,3929546,Wine,FALSE
1,2013,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,510,9524498,Wine,FALSE
1,2013,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,311,636082,Wine,FALSE
1,2013,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,88,130367,Wine,FALSE
1,2013,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,16,29789,Wine,FALSE
1,2013,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,120,5237290,Wine,FALSE
1,2013,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,19,3922936,Wine,FALSE
1,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,1520,810804336,Wine,FALSE
1,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,1291,170961821,Wine,FALSE
1,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,41,711036,Wine,FALSE
1,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,65,543274,Wine,FALSE
1,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,249,15124755,Wine,FALSE
1,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,48,1386278,Wine,FALSE
1,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1187,142971662,Wine,FALSE
1,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,1560,856559838,Wine,FALSE
2,2013,1-Production,0-Category Total,1-Production,663,28840269,Wine,FALSE
2,2013,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,1132,47463636,Wine,FALSE
2,2013,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,1132,47463636,Wine,FALSE
2,2013,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,583,9675903,Wine,FALSE
2,2013,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,129,8342847,Wine,FALSE
2,2013,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,1656,967550683,Wine,FALSE
2,2013,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1656,967550683,Wine,FALSE
2,2013,01-Count of IMs,01-Count of IMs,Number of Industry Members,1738,1738,Wine,FALSE
2,2013,1-Production,1-Production,1-Low Alcohol %,596,18918263,Wine,FALSE
2,2013,1-Production,1-Production,2-Medium and High Alcohol %,400,8143971,Wine,FALSE
2,2013,1-Production,1-Production,4-Artificially Carbonated Wine,5,2897,Wine,FALSE
2,2013,1-Production,1-Production,5-Sparkling Wine,21,1339806,Wine,FALSE
2,2013,1-Production,1-Production,6-Hard Cider,20,435332,Wine,FALSE
2,2013,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,977,40866957,Wine,FALSE
2,2013,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,745,3506383,Wine,FALSE
2,2013,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,53,74362,Wine,FALSE
2,2013,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,192,1097335,Wine,FALSE
2,2013,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,36,1918599,Wine,FALSE
2,2013,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,1111,44860637,Wine,FALSE
2,2013,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,69,2602999,Wine,FALSE
2,2013,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,513,8440545,Wine,FALSE
2,2013,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,325,956134,Wine,FALSE
2,2013,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,,,Wine,TRUE
2,2013,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,,,Wine,TRUE
2,2013,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,119,5124699,Wine,FALSE
2,2013,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,18,3218148,Wine,FALSE
2,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,1486,784541677,Wine,FALSE
2,2013,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,1257,165050244,Wine,FALSE
